#SET|Q|ID|DIFF|KEY|FMT|FIG|STEM|CHOICES|DISTRACTOR_LOGIC
Ratios, Rates, Proportions, and Units 1|1.4|15617f62|393|C|mcq|-|Population density is 290 people per square mile and the population is 92,800. What is the area in square miles?|102400;93090;320;32|92800/290=320; A/B=added or multiplied; D=off by a factor of 10; C=CORRECT
Ratios, Rates, Proportions, and Units 1|1.5|be35c117|396|A|mcq|-|A wind turbine completes 900 revolutions in 50 minutes. How many revolutions per minute?|18;850;950;1400|900/50=18; B=subtracted; C=added; D=misc; A=CORRECT
Ratios, Rates, Proportions, and Units 1|1.6|3f236a64|586|D|mcq|table-proportional|A table shows (1,4),(3,12),(5,20),(40,k) with a constant ratio of y to x. What is k?|28;36;80;160|The constant of proportionality is 4 so k=160; A/B=added instead of scaling; C=used a ratio of 2; D=CORRECT
Ratios, Rates, Proportions, and Units 1|1.7|6310adbc|401|D|mcq|-|The ratio of t to u is 1 to 2 and t=10. What is the value of u?|2;5;10;20|u=2t=20; A=copied the ratio term; B=halved instead of doubling; C=copied t; D=CORRECT
Sample Statistics and Margin of Error 1|1.1|90eed2e5|473|C|mcq|-|A random sample of 20 of 50 city council members found 6 supporters. Best estimate of the number of supporters among all 50?|6;9;15;30|6/20 of 50 = 15; A=the sample count; B=misc; D=used a half; C=CORRECT
Sample Statistics and Margin of Error 1|1.2|e7d9649f|451|B|mcq|-|In a random sample of 50 from a town of 14,878, 7 named chocolate. About how many in the town would name chocolate?|350;2100;7500;10500|7/50 of 14,878 is about 2,083; A=multiplied 7 by 50; C/D=used a far larger proportion; B=CORRECT
Sample Statistics and Margin of Error 1|1.3|f4b3672a|494|C|mcq|-|A 253-acre forest is sampled with five 1-acre parcels having 51, 59, 45, 52, 73 trees. Which range contains the best estimate of total trees?|11000 to 12000;12500 to 13500;13500 to 14500;18000 to 19000|Mean 56 times 253 is 14,168; A/B=used a lower mean; D=used the maximum parcel; C=CORRECT
Sample Statistics and Margin of Error 1|1.4|0108ac2d|515|C|mcq|-|300 randomly selected students gave 38 percent support with a 5.5 percent margin of error. Best interpretation?|Percent is exactly 38;Percent is greater than 38;Plausible values are between 32.5 and 43.5;Plausible numbers are between 295 and 305|C=estimate plus or minus the margin CORRECT; A=treats the estimate as exact; B=one-sided; D=applies the margin to the sample size
Sample Statistics and Margin of Error 1|1.5|6a305cd0|420|C|mcq|-|A random sample had a mean of 37 with a margin of error of 3. Most appropriate conclusion about the population mean?|Less than 37;Greater than 37;Between 34 and 40;Less than 34 or greater than 40|C=CORRECT; A/B=one-sided; D=inverts the interval
Sample Statistics and Margin of Error 1|1.6|2c76bcce|487|A|mcq|-|Estimated mean handbag weight is 27.8 oz with a margin of error of 0.02 oz. Most plausible conclusion?|Mean of all handbags is between 27.78 and 27.82;Actual weights of all handbags are between 27.78 and 27.82;Actual weights in the sample are between 27.78 and 27.82;Mean is exactly 27.8|A=the interval estimates the MEAN CORRECT; B/C=apply the interval to individual values; D=treats the estimate as exact
Systems of Linear Equations 1|1.1|b86123af|670|A|mcq|-|Hiro bought 4 shirts and 2 pants for 86 dollars; Sofia bought 3 shirts and 5 pants for 166 dollars. Which system represents this?|4x+2y=86 and 3x+5y=166;4x+3y=86 and 2x+5y=166;4x+2y=166 and 3x+5y=86;4x+3y=166 and 2x+5y=86|A=CORRECT; B/D=mixed the item counts between people; C=swapped the totals
Systems of Linear Equations 1|1.2|b0fc3166|794|C|mcq|graph-two-lines|The graph of a system of two linear equations shows a horizontal line at y=3 and a steep line crossing it. What is the solution (x,y)?|(0,3);(1,3);(2,3);(3,3)|Read the intersection; A/B/D=misread the x-coordinate; C=CORRECT
Systems of Linear Equations 1|1.3|dba8d38a|655|A|mcq|-|Standard tickets cost 5 dollars and premium 12 dollars; 250 tickets sold for 2,300 dollars. Which system finds s and p?|s+p=250 and 5s+12p=2300;s+p=250 and 12s+5p=2300;5s+12p=250 and s+p=2300;12s+5p=250 and s+p=2300|A=CORRECT; B=swapped the prices; C/D=swapped which equation gets the count and which the money
Systems of Linear Equations 1|1.4|aff28230|418|D|mcq|-|For the system x=10 and y=x+21, what is the value of y?|2.1;10;21;31|Substitute x=10; A=divided; B=gave x; C=gave the constant; D=CORRECT
Systems of Linear Equations 1|1.5|8abed0fb|480|B|mcq|-|What is the solution (x,y) to the system y=2x+3 and x=1?|(1,2);(1,5);(2,3);(2,7)|y=2(1)+3=5; A=dropped the constant; C/D=used the wrong x; B=CORRECT
Two-Variable Data 1|1.1|82aaa0a1|610|B|mcq|scatterplot-parabola|A scatterplot shows a U-shaped pattern with y-intercept 20 and minimum near x=2.75. Which is the best model?|y=2x^2-11x-20;y=2x^2-11x+20;y=2x^2-5x-3;y=2x^2-5x+3|The y-intercept must be +20 and the vertex near 2.75; A=negative intercept; C/D=vertex in the wrong place; B=CORRECT
Two-Variable Data 1|1.2|83272c51|724|A|mcq|scatterplot-cooling|A scatterplot shows coffee temperature falling from about 190 F over 140 minutes. During which 10-minute interval does temperature decrease at the greatest average rate?|Between 0 and 10;Between 30 and 40;Between 50 and 60;Between 90 and 100|Exponential decay is steepest at the start; B/C/D=later intervals where the curve flattens; A=CORRECT
Two-Variable Data 1|1.3|ac5b6558|636|B|mcq|scatterplot-line-of-best-fit|A scatterplot of temperature versus elevation has a line of best fit. What temperature does the line predict at 8,500 feet?|37;39;41;43|Read the LINE not the nearest data point; A/C=read a data point; D=read the left end; B=CORRECT
Two-Variable Data 1|1.4|74dee52b|602|A|mcq|line-graph-graduates|A line graph shows graduates enrolling in college for classes 2001 to 2007. Which class had the fewest?|2002;2004;2005;2007|Find the lowest point among the listed years; B/C/D=higher points; A=CORRECT
Linear Functions 1|1.6|13294295|836|B|mcq|line-graph-candy-bars|A graph shows candy bars wrapped versus time, passing through the origin and (6,240). What is the estimated number wrapped per second?|2;40;78;80|Slope is 240/6=40; A=read an axis tick; C=read a y-value near x=2; D=doubled the slope; B=CORRECT
Linear Functions 1|1.7|12983c1e|497|C|mcq|table-fx|A table gives f(1)=5, f(3)=13, f(5)=21. Which defines f?|f(x)=2x+3;f(x)=3x+2;f(x)=4x+1;f(x)=5x|Slope is 8/2=4 and intercept 1; A/B=fit only the first row; D=ignored the intercept; C=CORRECT
Linear Functions 1|1.8|f79fffba|369|A|mcq|-|The function h is defined by h(x)=3x-7. What is the value of h(-2)?|-13;-10;10;13|3(-2)-7=-13; B=added instead of multiplying; C/D=dropped the negative; A=CORRECT
Linear Functions 1|1.9|3462d850|452|C|mcq|-|Marisol drove 3 hours from City A to City B and d=45t estimates distance after t hours. What does 45 represent?|She took 45 trips;The distance is 45 miles;She drove about 45 miles per hour;It took 45 hours|45 is the rate of change; A/D=treat it as a count of trips or hours; B=treats it as a total distance; C=CORRECT
Linear Functions 1|1.10|255996a6|502|B|mcq|-|T=1,000+18h gives take-home pay with a 1,000 dollar sign-on bonus. If T was 1,576 dollars, how many hours?|16;32;55;88|576/18=32; A=halved; C=divided 1000 by 18; D=ignored the bonus; B=CORRECT
Linear Functions 1|1.11|a1696f3e|436|C|mcq|-|g(x)=5x+a and g(4)=31. What is the value of a?|30;22;11;-23|20+a=31 so a=11; A/B=arithmetic slips; D=subtracted in the wrong order; C=CORRECT
Linear Functions 1|1.12|13909d78|369|D|mcq|-|The function f is defined by f(x)=100x+2. What is f(x) when x=9?|111;118;900;902|100(9)+2=902; A/B=added digits; C=forgot the constant; D=CORRECT
Linear Functions 1|1.13|de6fe450|476|C|mcq|-|A minimum wage of 9.25 dollars increases by 0.50 each year. Which function models the wage x years after 2015?|f(x)=9.25-0.50x;f(x)=9.25x-0.50;f(x)=9.25+0.50x;f(x)=9.25x+0.50|Initial value plus rate times time; A=subtracted (decreasing); B/D=swapped rate and intercept; C=CORRECT
Linear Functions 1|1.14|cee5b352|421|D|mcq|-|A whale was 162 cm at birth and grew 4.8 cm per month. Which equation represents length y after x months?|y=162x;y=162x+162;y=4.8x+4.8;y=4.8x+162|Rate 4.8 with initial 162; A/B=used 162 as the rate; C=used 4.8 as the initial length; D=CORRECT
Linear Functions 1|1.15|81390d6c|372|B|mcq|-|The function h is defined by h(x)=x+200. What is the value of h(50)?|200;250;10000;50200|50+200=250; A=ignored the input; C=multiplied; D=concatenated; B=CORRECT
Linear Functions 1|1.16|2eef7e61|538|B|mcq|-|The graph of f is a line with slope 3/4 and f(0)=3. Which defines f?|f(x)=(3/4)x-3;f(x)=(3/4)x+3;f(x)=4x-3;f(x)=4x+3|f(0) is the y-intercept; A=sign error on the intercept; C/D=used the reciprocal slope; B=CORRECT
Linear Functions 1|1.17|0ea7ef01|862|C|mcq|line-graph-oxygen|A graph shows temperature in kelvins versus pressure in atmospheres. What is the estimated temperature at 6 atmospheres?|6;60;700;760|Read the line at x=6; A=repeated the input; B=off by a factor of 10; D=read at x=7; C=CORRECT
Linear Functions 1|1.18|1ecaa9c0|443|A|mcq|-|A truck rental charges a 20 dollar fee plus 0.70 per mile. What is the total for 38 miles?|46.60;52.90;66.90;86.50|20+0.70(38)=46.60; B/C=used a wrong per-mile rate; D=added the fee twice; A=CORRECT
Linear Functions 1|1.19|8643d906|493|C|mcq|-|P(t)=250+10t models snow leopards t years after 1990. Best interpretation of P(30)=550?|Population 30 in 2020;Population 30 in 2030;Population 550 in 2020;Population 550 in 2030|Input is the year offset and output is the population; A/B=swap input and output; D=added 30 to 2000; C=CORRECT
Linear Functions 1|1.20|a8e6bd75|1091|D|mcq|graph-choices-lines|Which graph represents y=2x-5?|shallow positive through (0,2);steep negative;steep positive through (0,5);steep positive through (0,-5)|Slope 2 with y-intercept -5; A=wrong slope; B=wrong sign; C=sign error on the intercept; D=CORRECT
Linear Functions 1|1.21|fe6f9678|395|C|mcq|-|For the linear function f, f(0)=17 and f(1)=17. Which equation defines f?|f(x)=1/17;f(x)=1;f(x)=17;f(x)=34|Equal outputs mean slope 0 so f is constant; A=reciprocal; B=used the input; D=summed the outputs; C=CORRECT
Linear Functions 1|1.22|930c2990|948|C|mcq|line-graph-hydrogen|A graph shows hydrogen volume in liters versus temperature in kelvins. What is the estimated volume at 500 kelvins?|0;7/500;7;500/7|Read the line at x=500; A=read the origin; B/D=formed a ratio instead of reading the value; C=CORRECT
Linear Functions 1|1.23|d11910d6|875|C|mcq|line-graph-shallow-positive|The graph of a linear function f crosses the y-axis at 2 and the x-axis at -5. What is the y-intercept of y=f(x)?|(-5,0);(2,0);(0,2);(0,-5)|The y-intercept has x=0; A=gave the x-intercept; B=swapped the coordinates; D=used the x-intercept value as y; C=CORRECT
Linear Functions 1|1.24|fe287f7e|419|C|mcq|-|A technician charges 60 dollars per hour plus 120 dollars for parts. Which function gives the total for x hours?|f(x)=x+120;f(x)=60x;f(x)=60x+120;f(x)=60x-120|Rate times hours plus fixed cost; A=dropped the rate; B=dropped the parts; D=subtracted the parts; C=CORRECT
Linear Functions 1|1.25|4702da8f|391|B|mcq|-|The function f is defined by f(x)=80-6x. What is the value of f(7)?|13;38;74;81|80-42=38; A=subtracted 67; C=subtracted 6 only; D=added; B=CORRECT
Linear Functions 1|1.26|b51c173d|419|D|mcq|-|The graph of y=f(x) has slope 2 and y-intercept (0,-5). Which equation defines f?|f(x)=(1/2)x-5;f(x)=-(1/2)x-5;f(x)=-2x-5;f(x)=2x-5|A/B=used the reciprocal slope; C=sign error on the slope; D=CORRECT
Linear Functions 1|1.27|27198699|443|A|mcq|-|f(x)=33-0.18x gives liquid height in cm x days after the start. Best interpretation of 33?|Height at the start;Height at the end;Change in height each day;Days for all liquid to evaporate|The constant is the value at x=0; B=reads it as a final value; C=describes the slope; D=describes the x-intercept; A=CORRECT
Linear Functions 1|1.28|0d6ab461|415|D|mcq|-|Gabriella deposits 35 dollars weekly into an account starting at 600 dollars. How much is in the account at the end of week 4?|460;635;639;740|600+4(35)=740; B=added one week; C=misc; A=subtracted; D=CORRECT
Linear Functions 1|1.29|6efcc0a3|372|A|mcq|-|For the linear function h, h(0)=41 and h(1)=40. Which equation defines h?|h(x)=-x+41;h(x)=-x;h(x)=-41x;h(x)=-41|Slope is -1 and intercept 41; B=dropped the intercept; C/D=used 41 as the slope or a constant; A=CORRECT
Linear Functions 1|1.30|a73a5c22|369|D|mcq|-|The function g is defined by g(x)=10x+8. What is g(x) when x=8?|0;8;10;88|10(8)+8=88; A/B/C=copied a coefficient or the input; D=CORRECT
Linear Functions 1|1.31|0eae6be1|374|D|mcq|-|The number y is 84 less than the number x. Which equation represents the relationship?|y=x+84;y=(1/84)x;y=84x;y=x-84|Less than means subtraction; A=added; B/C=multiplied or divided; D=CORRECT
Linear Functions 1|1.32|a9039591|552|A|mcq|table-fx|A table gives f(0)=29, f(1)=32, f(2)=35. Which equation defines f(x)?|f(x)=3x+29;f(x)=29x+32;f(x)=35x+29;f(x)=32x+35|Slope 3 and intercept 29; B/C/D=used table values as the slope; A=CORRECT
Linear Functions 1|1.33|a4d6fbec|218|50|spr|-|If y=5x+10, what is the value of y when x=8?|-|SPR: 40+10=50
Linear Functions 1|1.34|a396ed75|398|D|mcq|-|Juan rides at 5.7 minutes per mile. Which function models minutes to ride x miles?|m(x)=x/5.7;m(x)=x+5.7;m(x)=x-5.7;m(x)=5.7x|Rate times distance; A=inverted the rate; B/C=added or subtracted; D=CORRECT
Linear Functions 1|1.35|1993561d|413|A|mcq|-|The graph of y=f(x) has slope 1/4 and passes through (0,5). Which equation defines f?|f(x)=(1/4)x+5;f(x)=(1/4)x+1/5;f(x)=(1/4)x-5/4;f(x)=(1/4)x-5|The point is the y-intercept; B=inverted the intercept; C/D=sign errors; A=CORRECT
Linear Functions 1|1.36|97eab129|600|B|mcq|table-roof-water|A table gives roof area and gallons drained: (2520,4536),(3780,6804),(5040,9072). Which equation could define f?|f(x)=0.6x;f(x)=1.8x;f(x)=2268x;f(x)=4536x|4536/2520=1.8; A=inverted the ratio; C=used a difference; D=used a single table value; B=CORRECT
Linear Functions 1|1.37|9d9fe1e6|474|A|mcq|-|f(x)=39-0.18x gives fluid height in cm x days after the start. Best interpretation of 39?|Height at the start;Height at the end;Change in height each day;Days for all fluid to evaporate|The constant is the initial value; B=final value; C=the slope; D=the x-intercept; A=CORRECT
Linear Functions 1|1.38|7b17f86a|223|1|spr|-|f(x)=x+8/11. What is the value of f(x) when x=3/11?|-|SPR: 3/11+8/11=1
Linear Functions 1|1.39|7fac16fb|221|69|spr|-|The function f is defined by f(x)=(7/10)x+55. What is the value of f(20)?|-|SPR: 14+55=69
Linear Functions 2|2.1|e62cfe5f|291|2.6|spr|-|Head width in mm is 0.6 added to four times body weight in grams. What is the head width for a 0.5 gram bee?|-|SPR: 4(0.5)+0.6=2.6
Linear Functions 2|2.2|7e3f8363|397|C|mcq|-|The graph of linear function f contains (0,3) and (7,31). Which equation defines f?|f(x)=28x+34;f(x)=3x+38;f(x)=4x+3;f(x)=7x+3|Slope 28/7=4 with intercept 3; A=used the rise as the slope; B=swapped slope and intercept; D=used the run as the slope; C=CORRECT
Linear Functions 2|2.3|620fe971|478|A|mcq|-|y=120-25x models tons of cargo remaining x hours after starting. Best interpretation of the x-intercept?|All cargo moved in about 4.8 hours;Moving about 4.8 tons per hour;Moving about 25 tons per hour;Started with 120 tons|The x-intercept is where y=0; B=misreads it as a rate; C=describes the slope; D=describes the y-intercept; A=CORRECT
Linear Functions 2|2.4|5cf1bbc9|799|A|mcq|line-graph-video-games|A graph gives total cost for a game system and x games, with y-intercept 100 and reaching 350 at x=10. Best interpretation of the slope?|Each game costs 25 dollars;The system costs 100 dollars;The system costs 25 dollars;Each game costs 100 dollars|Slope is 250/10=25 per game; B=describes the intercept; C/D=swap slope and intercept; A=CORRECT
Linear Functions 2|2.5|dae126d7|539|D|mcq|-|Boiling point is 212 F at sea level and drops 1 F per 550 feet. Which equation gives B at x feet?|B=550+x/212;B=550-x/212;B=212+x/550;B=212-x/550|Start at 212 and subtract x/550; A/B=swapped the constants; C=added instead of subtracting; D=CORRECT
Linear Functions 2|2.6|271f7e3f|573|B|mcq|-|f(x)=(x+7)/4. What is the value of f(9)-f(1)?|1;2;1/4;9/4|16/4-8/4=2; A/C=subtracted before dividing; D=evaluated f(9) only; B=CORRECT
Linear Functions 2|2.7|c651cc56|486|B|mcq|table-fx|A table gives f(0)=-2, f(2)=4, f(6)=16. What is the value of f(3)?|6;7;8;9|Slope 3 so f(x)=3x-2 and f(3)=7; A/C/D=interpolated by averaging adjacent rows; B=CORRECT
Linear Functions 2|2.8|c22b5f25|480|C|mcq|-|The points (-2,3) and (4,-5) lie on the graph of which linear function?|f(x)=x+5;f(x)=(1/2)x+4;f(x)=-(4/3)x+1/3;f(x)=-(3/2)x+1|Slope is -8/6=-4/3 with intercept 1/3; A/B=positive slope; D=inverted the slope; C=CORRECT
Linear Functions 2|2.9|11e1ab81|633|A|mcq|line-graph-conveyor|A graph of distance versus time passes through the origin and (3,6). Which equation relates d and m?|d=2m;d=(1/2)m;d=m+2;d=2m+2|Slope 2 through the origin; B=inverted the slope; C=used 2 as an intercept; D=added a nonzero intercept; A=CORRECT
Linear Functions 2|2.10|4fe4fd7c|370|3500|spr|-|c(x)=mx+500 gives cost for x shirts. The cost for 100 shirts is 800 dollars. What is the cost for 1000 shirts?|-|SPR: m=3 so c(1000)=3500; error 8000 (scaled the total by 10)
Linear Functions 2|2.11|3122fc7b|263|257|spr|-|A linear model gives a population of 57 thousand in 1991 and 224 thousand in 2011. To the nearest whole number what is the value in 2015?|-|SPR: slope 8.35 per year so 57+24(8.35)=257.4 which rounds to 257
Linear Functions 2|2.12|c01f4a95|243|39|spr|-|j(x)=mx+144 and j(12)=18. What is the value of j(10)?|-|SPR: m=-10.5 so j(10)=-105+144=39
Linear Functions 2|2.13|868fc236|588|B|mcq|table-macronutrients|A table gives 4.0 food calories equal to 16.7 kilojoules. If x food calories equals k kilojoules, which best represents the relationship?|k=0.24x;k=4.2x;x=4.2k;xk=4.2|16.7/4.0 is about 4.2; A=inverted the ratio; C=solved for the wrong variable; D=made it a product; B=CORRECT
Linear Functions 2|2.14|042aa429|369|C|mcq|-|If f(x)=x+7 and g(x)=7x, what is the value of 4f(2)-g(2)?|-5;1;22;28|4(9)-14=22; A/B=failed to distribute the 4; D=gave 4f(2) only; C=CORRECT
Linear Functions 2|2.15|113b938e|575|C|mcq|-|y=18-5x gives bicycle speed x seconds after braking. Best interpretation of the x-coordinate of the x-intercept?|Speed before braking;Feet per second the speed decreased each second;Seconds until the bicycle stopped;Feet traveled until the bicycle stopped|The x-intercept is where speed reaches 0; A=describes the y-intercept; B=describes the slope; D=confuses time with distance; C=CORRECT
Linear Functions 2|2.16|441558e7|442|A|mcq|-|y=0.67x+2.6 predicts larvae from x worker ants. For 58 worker ants which is closest to the predicted larvae?|41;61;83;190|0.67(58)+2.6=41.5; B=added 58 and 2.6; C/D=multiplied incorrectly; A=CORRECT
Linear Functions 2|2.17|8a6de407|250|2|spr|-|f(x)=mx+b with f(0)=18 and f(1)=20. What is the value of m?|-|SPR: 20-18=2
Linear Functions 2|2.18|41fdc0b8|530|A|mcq|table-population|A table gives population 862 in 2000 and 846 in 2010. Which function models the population t years after 2000?|P(t)=862-1.6t;P(t)=862-16t;P(t)=862+16(t-2000);P(t)=862-1.6(t-2000)|Slope is -16/10=-1.6 and t is measured from 2000; B=used the ten-year change as the annual rate; C/D=subtracted 2000 again; A=CORRECT
Linear Functions 2|2.19|1c29bfd1|441|A|mcq|-|Pressure is 14.70 psi at sea level and increases 0.44 psi per foot of descent. What is the pressure at 105 feet?|60.90;31.50;14.70;0.44|14.70+0.44(105)=60.90; B=used a wrong rate; C/D=copied a constant; A=CORRECT
Linear Functions 2|2.20|295a41f0|875|B|mcq|line-graph-shifted|The graph of y=f(x)-11 has slope -2 and y-intercept -4. Which equation defines f?|f(x)=-13x-11;f(x)=-2x+7;f(x)=-13x+7;f(x)=-2x-11|Add 11 to the graphed intercept; A/C=added 11 to the slope; D=read the intercept directly; B=CORRECT
Linear Functions 2|2.21|2f34cd1c|441|B|mcq|-|f(x)=55.20-0.16x gives surface water temperature on day x. What is the estimated temperature on day 326?|55.20;3.04;-0.16;-52.16|55.20-52.16=3.04; A=ignored the term; C=gave the slope; D=forgot to add 55.20; B=CORRECT
Linear Functions 2|2.22|f0773a55|831|A|mcq|line-graph-electrician|A graph gives total charge for x hours with a onetime fee plus an hourly rate. Best interpretation of the slope?|The hourly rate;The onetime fee;The maximum charge;The total charge|Slope is the per-hour change; B=describes the intercept; C/D=describe outputs; A=CORRECT
Linear Functions 2|2.23|23dedddd|372|D|mcq|-|For the linear function f, f(0)=8 and f(1)=12. Which equation defines f?|f(x)=12x+8;f(x)=4x;f(x)=4x+12;f(x)=4x+8|Slope 4 and intercept 8; A=used f(1) as the slope; B=dropped the intercept; C=used f(1) as the intercept; D=CORRECT
Linear Functions 2|2.24|a775af14|397|C|mcq|-|The graph of linear function f contains (0,2) and (8,34). Which equation defines f?|f(x)=2x+42;f(x)=32x+36;f(x)=4x+2;f(x)=8x+2|Slope 32/8=4 with intercept 2; A=swapped slope and intercept; B=used the rise as the slope; D=used the run as the slope; C=CORRECT
Linear Functions 2|2.25|b2fe7ab6|611|D|mcq|table-gx|A table gives g(1)=54, g(2)=51, g(3)=48, g(4)=45 for g(x)=mx+b. What is the value of b?|3;27;54;57|Slope -3 so b=g(0)=57; A=gave the absolute slope; C=gave g(1); B=misc; D=CORRECT
Linear Functions 2|2.26|a91a2b75|243|9|spr|-|f(x)=-9x+9. What is the y-coordinate of the y-intercept of the graph of y=f(x)?|-|SPR: 9; error -9 (used the slope)
Linear Functions 2|2.27|af711d1b|611|C|mcq|table-distance-time|A table gives distance 0.32 km in 8 minutes, 0.56 in 14, 0.68 in 17. Which equation could represent this?|t=4d;t=(1/25)d;t=25d;t=(1/4)d|8/0.32=25; A/D=used a factor of 4; B=inverted the rate; C=CORRECT
Linear Functions 2|2.28|17d80dc3|219|7|spr|-|Line k has slope 5 and y-intercept (0,-35). What is the x-coordinate of the x-intercept?|-|SPR: 0=5x-35 so x=7
Linear Functions 3|3.1|2b15d65f|469|A|mcq|-|Demand was 20,000 units at 40 dollars and 15,000 units at 60 dollars. What is the demand at 55 dollars?|16250;16500;16750;17500|Slope -250 per dollar so 20000-250(15)=16250; B/C/D=used a wrong slope or wrong reference price; A=CORRECT
Linear Functions 3|3.2|be9cb6a2|421|D|mcq|-|Renting a backhoe costs 270 dollars for the first day and 135 for each additional day. Which equation gives cost y for x days?|y=270x-135;y=270x+135;y=135x+270;y=135x+135|270+135(x-1)=135x+135; A/B=multiplied the first-day rate by all days; C=added the full first-day cost on top; D=CORRECT
Linear Functions 3|3.3|b988eeec|244|-12|spr|-|f(x)=(1/4)x-9 and g(x)=(3/4)x+21. If h(x)=f(x)+g(x), what is the x-coordinate of the x-intercept of y=h(x)?|-|SPR: h(x)=x+12 so x=-12
Linear Functions 3|3.4|af2ba762|485|D|mcq|-|F(x)=2.74-0.19(x-3) gives average gas price x months after September 1. What does 2.74 estimate?|Average monthly decrease;Difference from September to December;Price on September 1;Price on December 1|The shift makes x=3 (December) give 2.74; A=describes the slope; B=describes a difference; C=wrong month; D=CORRECT
Linear Functions 3|3.5|16889ef3|538|C|mcq|-|Production dropped from 4 million barrels in 2000 to 1.9 million in 2013. Which linear function models production t years after 2000?|f(t)=(21/130)t+4;f(t)=(19/130)t+4;f(t)=-(21/130)t+4;f(t)=-(19/130)t+4|Slope is -2.1/13=-21/130; A/B=positive slope; D=used 1.9 instead of the change; C=CORRECT
Linear Functions 3|3.6|6989c80a|419|A|mcq|-|F(x)=(9/5)(x-273.15)+32 converts kelvins to Fahrenheit. If temperature increased 2.10 kelvins, what is the increase in Fahrenheit?|3.78;35.78;487.89;519.89|Only the slope matters for a change: (9/5)(2.10)=3.78; B=added 32; C/D=converted an absolute temperature; A=CORRECT
Linear Functions 3|3.7|78391fcc|613|B|mcq|table-fx-negative|A table gives f(-11)=21, f(-10)=18, f(-9)=15, f(-8)=12. What is the x-intercept of y=f(x)?|(-3,0);(-4,0);(-9,0);(-12,0)|Slope -3 and intercept -12 so x=-4; A=gave the slope; C/D=read a table value; B=CORRECT
Linear Functions 3|3.8|a04050d8|682|B|mcq|table-macronutrients|180 food calories come from p grams protein, f grams fat, c grams carbohydrate at 4, 9, 4 calories per gram. Which expresses f in terms of p and c?|f=20+(4/9)(p+c);f=20-(4/9)(p+c);f=20-(4/9)(p-c);f=20+(9/4)(p+c)|9f=180-4p-4c; A=sign error; C=sign error inside; D=inverted the fraction; B=CORRECT
Linear Functions 3|3.9|daad7c32|486|D|mcq|-|The formula L=30+2w relates spring length in cm to weight in newtons. What does the 2 mean?|Length with no weight;Weight that stretches the spring 30 cm;Increase in weight per cm of length;Increase in length per newton of weight|The slope is cm per newton; A=describes the intercept; C=inverts the rate; D=CORRECT
Linear Functions 3|3.10|023c0a8d|436|B|mcq|-|For the function f, f(3x)=x-6 for all x. What is the value of f(6)?|-6;-4;0;2|Set 3x=6 so x=2 and f(6)=-4; A=used x=0; C/D=solved for the wrong input; B=CORRECT
Linear Functions 3|3.11|50f4cb9c|548|D|mcq|table-fx|A table gives f(1)=-64, f(2)=0, f(3)=64 for f(x)=ax+b. What is the value of a-b?|-64;62;128;192|a=64 and b=-128 so a-b=192; A=gave f(1); B/C=arithmetic slips; D=CORRECT
Linear Functions 3|3.12|bbf9e5ce|421|A|mcq|-|A museum charges 21 dollars each for the first 25 people and 14 for each additional person. Which function gives the charge for n people, n at least 25?|f(n)=14n+175;f(n)=14n+525;f(n)=35n-350;f(n)=14n+21|21(25)+14(n-25)=14n+175; B=forgot to subtract the 25 at 14 dollars; C=added the rates; D=used 21 as a constant; A=CORRECT
Linear Functions 3|3.13|b3abf40f|419|A|mcq|-|F(x)=(9/5)(x-273.15)+32. If temperature increased 9.10 kelvins, what is the increase in Fahrenheit?|16.38;48.38;475.29;507.29|(9/5)(9.10)=16.38; B=added 32; C/D=converted an absolute temperature; A=CORRECT
Linear Functions 3|3.14|abcd0008|604|A|mcq|-|f(x)=6d(20x+21)+17. Which represents the x-intercept of the graph of y=f(x)+9, where d is a constant?|((-126d-26)/(120d),0);(9-(126d+17)/(120d),0);(-38/(120d+9),0);(126d+26,0)|Set 120dx+126d+26=0; B=failed to move the 9 correctly; C=added 9 to the coefficient; D=forgot to divide; A=CORRECT
Linear Functions 3|3.15|a309803e|395|A|mcq|-|One gallon covers 220 square feet. A room has wall area w. Which equation gives paint P needed for two coats?|P=w/110;P=440w;P=w/220;P=220w|Two coats need 2w area so P=2w/220=w/110; C=one coat only; B/D=multiplied instead of dividing; A=CORRECT
Linear Functions 3|3.16|0bd33265|272|515|spr|-|h=9(v-273.15)/5+32 converts kelvins to Fahrenheit. If a substance is 467.33 F, what is its temperature in kelvins?|-|SPR: 435.33=1.8(v-273.15) so v=515
Linear Functions 3|3.17|a7e2859a|411|A|mcq|-|Renting a canopy tent costs 430 dollars for the first day and 215 for each additional day. Which equation gives cost y for x days?|y=215x+215;y=430x-215;y=430x+215;y=215x+430|430+215(x-1)=215x+215; B/C=multiplied the first-day rate by all days; D=added the full first-day cost; A=CORRECT
Linear Functions 3|3.18|0b0fa68b|219|2/43|spr|-|For the function f, f(cx)=x-8 for all x, c positive. If f(2)=35, what is the value of c?|-|SPR: 2/c-8=35 so 2/c=43 and c=2/43
Linear Functions 3|3.19|e25f0807|369|16.25|spr|table-two-points|A table gives (-12,-45) and (6,45). The line passes through (1/4,a). What is a?|-|SPR: slope 5 and intercept 15 so a=1.25+15=16.25
